City,Country,Date (YYYY-MM-DD),Max Temperature,Humidity,Wind Speed,Cloudiness,Latitude,Longitude,UNIX Timestamp
Mar del Plata,AR,2018-11-12,60.91,62,7.74,20,-46.43,-67.52,1541986135
Punta Arenas,CL,2018-11-12,53.6,46,24.16,40,-53.16,-70.91,1541984700
Cape Town,ZA,2018-11-12,55.4,93,14.99,75,-33.93,18.42,1541985240
Provideniya,RU,2018-11-12,26.6,68,17.9,75,64.42,-173.23,1541982600
Portel,PT,2018-11-12,55.4,100,4.7,75,38.31,-7.71,1541984400
Severo-Kurilsk,RU,2018-11-12,41.86,99,7.81,48,50.68,156.12,1541986463
Bima,ID,2018-11-12,83.98,86,1.99,56,-8.45,118.73,1541986756
Le Port,FR,2018-11-12,41.55,71,3.22,8,42.87,1.37,1541986757
Puerto Ayora,EC,2018-11-12,75.2,73,13.87,20,-0.74,-90.35,1541980800
Sao Joao da Barra,BR,2018-11-12,75.89,100,11.88,24,-21.64,-41.05,1541986126
Ostrovnoy,RU,2018-11-12,29.8,93,17.81,48,68.05,39.51,1541986337
Kiama,AU,2018-11-12,71.6,56,8.05,20,-34.67,150.86,1541980800
Rikitea,PF,2018-11-12,71.61,100,9.6,8,-23.12,-134.97,1541986310
Vila Velha,BR,2018-11-12,80.6,74,11.41,20,-3.71,-38.6,1541984400
Labuhan,ID,2018-11-12,77.55,94,3.0,76,-2.54,115.51,1541986442
Kloulklubed,PW,2018-11-12,84.2,79,10.29,75,7.04,134.26,1541983800
Honningsvag,NO,2018-11-12,40.96,94,13.11,64,70.98,25.97,1541986350
Razdolinsk,RU,2018-11-12,-8.72,100,6.35,32,58.42,94.62,1541986758
Pangnirtung,CA,2018-11-12,8.16,100,8.59,0,66.15,-65.72,1541986415
Touros,BR,2018-11-12,79.54,85,12.44,92,-5.2,-35.46,1541986145
Lebanon,US,2018-11-12,30.92,65,3.36,1,43.64,-72.25,1541985300
Nikolskoye,RU,2018-11-12,35.6,74,11.18,90,59.7,30.79,1541982600
Khatanga,RU,2018-11-12,-12.05,58,3.27,64,71.98,102.47,1541986369
Port Alfred,ZA,2018-11-12,69.04,88,19.04,76,-33.59,26.89,1541986331
Qaanaaq,GL,2018-11-12,0.96,100,11.16,68,77.48,-69.36,1541986307
Tocopilla,CL,2018-11-12,56.98,100,2.26,44,-22.09,-70.2,1541986760
Gora,GE,2018-11-12,37.4,74,3.36,75,41.25,44.29,1541984400
New Norfolk,AU,2018-11-12,69.8,32,5.82,0,-42.78,147.06,1541984400
Airai,TL,2018-11-12,85.83,55,1.32,8,-8.93,125.41,1541986298
Sabang,PH,2018-11-12,77.73,100,7.85,92,13.72,123.58,1541986358
Arraial do Cabo,BR,2018-11-12,73.09,97,13.56,44,-22.97,-42.02,1541986308
Noumea,NC,2018-11-12,84.2,54,8.05,20,-22.28,166.46,1541984400
Chuy,UY,2018-11-12,69.04,96,15.46,48,-33.69,-53.46,1541986369
Vaini,IN,2018-11-12,76.24,43,5.79,0,15.34,74.49,1541986302
Salalah,OM,2018-11-12,75.2,83,3.36,20,17.01,54.1,1541983800
Port Blair,IN,2018-11-12,81.73,100,15.86,68,11.67,92.75,1541986335
Nemuro,JP,2018-11-12,50.0,57,5.82,20,43.32,145.57,1541984400
Ushuaia,AR,2018-11-12,51.8,62,18.19,0,-54.81,-68.31,1541984400
Bonthe,SL,2018-11-12,78.0,98,4.34,0,7.53,-12.5,1541986762
Bethel,US,2018-11-12,24.98,80,25.28,1,60.79,-161.76,1541983980
Beringovskiy,RU,2018-11-12,27.78,100,22.95,76,63.05,179.32,1541986463
Constitucion,MX,2018-11-12,64.4,51,11.41,40,23.99,-104.67,1541983440
Boda,BD,2018-11-12,55.4,100,4.0,20,26.2,88.56,1541982600
Caravelas,BR,2018-11-12,75.43,100,17.13,92,-17.73,-39.27,1541986763
Makat,KZ,2018-11-12,16.3,48,18.92,0,47.65,53.35,1541986764
Pevek,RU,2018-11-12,-2.15,100,10.6,0,69.7,170.27,1541986320
Thompson,CA,2018-11-12,1.4,70,8.05,90,55.74,-97.86,1541981520
Padang,ID,2018-11-12,83.53,100,3.33,24,-0.92,100.36,1541986635
Qasigiannguit,GL,2018-11-12,3.2,77,5.82,0,68.82,-51.19,1541983800
Upernavik,GL,2018-11-12,17.92,100,2.21,20,72.79,-56.15,1541986361
Tuatapere,NZ,2018-11-12,54.82,91,7.63,64,-46.13,167.69,1541986386
Sines,PT,2018-11-12,55.95,100,9.75,64,37.96,-8.87,1541986765
Chokurdakh,RU,2018-11-12,-20.56,30,3.0,0,70.62,147.9,1541986317
Tasiilaq,GL,2018-11-12,33.8,80,24.16,92,65.61,-37.64,1541983800
Akureyri,IS,2018-11-12,39.2,100,5.82,75,65.68,-18.09,1541984400
Oktyabrskiy,RU,2018-11-12,21.2,72,6.71,0,55.61,37.97,1541984400
Goderich,CA,2018-11-12,34.84,85,14.97,64,43.74,-81.71,1541986766
Tiksi,RU,2018-11-12,0.15,64,11.88,0,71.64,128.87,1541986368
Salinopolis,BR,2018-11-12,82.72,93,17.13,0,-0.61,-47.36,1541986766
Hobart,AU,2018-11-12,69.8,32,5.82,0,-42.88,147.33,1541984400
Atuona,PF,2018-11-12,80.65,100,13.4,20,-9.8,-139.03,1541986346
Port Hardy,CA,2018-11-12,44.6,81,9.17,40,50.7,-127.42,1541984400
Hermanus,ZA,2018-11-12,51.85,92,2.77,0,-34.42,19.24,1541986315
Georgetown,GY,2018-11-12,75.2,94,4.7,0,6.8,-58.16,1541984400
Portland,US,2018-11-12,53.96,39,16.11,75,45.52,-122.67,1541983980
Derzhavinsk,KZ,2018-11-12,3.34,65,8.63,0,51.1,66.31,1541986768
Saldanha,PT,2018-11-12,42.45,100,3.49,88,41.42,-6.55,1541986327
Marsh Harbour,BS,2018-11-12,80.16,100,13.89,56,26.54,-77.06,1541986768
Vilhena,BR,2018-11-12,73.0,90,2.33,48,-12.74,-60.15,1541986769
Seoul,KR,2018-11-12,48.2,61,4.7,0,37.57,126.98,1541984400
Kapaa,US,2018-11-12,80.96,47,14.99,90,22.08,-159.32,1541984160
Hasaki,JP,2018-11-12,60.8,100,4.7,75,35.73,140.83,1541984400
Snasa,NO,2018-11-12,40.33,90,9.31,80,64.25,12.38,1541986769
Zaysan,KZ,2018-11-12,-1.07,71,2.77,88,47.47,84.87,1541986769
Katsuura,JP,2018-11-12,57.2,67,3.36,75,33.93,134.5,1541984400
Jamestown,AU,2018-11-12,86.14,21,15.9,56,-33.21,138.6,1541986298
Ribeira Grande,PT,2018-11-12,66.21,98,16.69,56,38.52,-28.7,1541986328
Chegdomyn,RU,2018-11-12,33.85,63,3.04,48,51.13,133.04,1541986770
Cleveland,US,2018-11-12,37.04,77,4.38,1,41.51,-81.69,1541985420
Salinas,US,2018-11-12,64.4,53,9.17,1,36.67,-121.66,1541985060
Cabo San Lucas,MX,2018-11-12,77.0,78,6.93,90,22.89,-109.91,1541983740
Ponta do Sol,BR,2018-11-12,64.18,100,4.72,100,-20.63,-46.0,1541986370
Umm Lajj,SA,2018-11-12,62.88,100,5.12,0,25.02,37.27,1541986771
Tuktoyaktuk,CA,2018-11-12,10.4,72,11.41,90,69.44,-133.03,1541980800
Lavrentiya,RU,2018-11-12,31.56,100,33.76,12,65.58,-170.99,1541986402
Kualakapuas,ID,2018-11-12,78.8,94,4.7,20,-3.01,114.39,1541980800
Sechura,PE,2018-11-12,70.12,85,13.85,48,-5.56,-80.82,1541986771
Rodionovo-Nesvetayskaya,RU,2018-11-12,29.26,55,19.15,88,47.61,39.7,1541986771
San Cristobal,EC,2018-11-12,57.2,87,9.17,75,-0.39,-78.55,1541984400
Yulara,AU,2018-11-12,84.2,16,6.93,12,-25.24,130.99,1541984400
Cayenne,GF,2018-11-12,77.0,94,3.36,0,4.94,-52.33,1541984400
Mataura,NZ,2018-11-12,58.06,82,6.35,76,-46.19,168.86,1541986210
Tefe,BR,2018-11-12,80.47,88,3.83,20,-3.35,-64.71,1541986772
Yellowknife,CA,2018-11-12,10.4,85,3.36,75,62.45,-114.38,1541980800
Saint-Philippe,CA,2018-11-12,28.4,51,6.06,1,45.36,-73.48,1541985300
Pitimbu,BR,2018-11-12,77.0,73,6.93,0,-7.47,-34.81,1541984400
Omboue,GA,2018-11-12,77.73,100,2.33,64,-1.57,9.26,1541986773
Houma,CN,2018-11-12,50.41,72,3.0,0,35.63,111.36,1541986773
Buala,SB,2018-11-12,82.81,92,8.63,88,-8.15,159.59,1541986362
Ossora,RU,2018-11-12,22.83,100,7.81,88,59.24,163.07,1541986448
San Quintin,PH,2018-11-12,82.4,61,2.24,20,17.54,120.52,1541984400
Esperance,TT,2018-11-12,78.8,94,5.35,20,10.24,-61.45,1541984400
Xai-Xai,MZ,2018-11-12,68.59,100,9.31,12,-25.04,33.64,1541986448
Porto Torres,IT,2018-11-12,51.8,93,3.36,0,40.84,8.4,1541983800
Tura,IN,2018-11-12,73.0,82,3.33,0,25.52,90.21,1541986459
Ilulissat,GL,2018-11-12,3.2,77,5.82,0,69.22,-51.1,1541983800
Mandali,IQ,2018-11-12,57.75,85,4.38,64,33.75,45.55,1541986775
Bielsk Podlaski,PL,2018-11-12,40.6,94,9.86,12,52.77,23.19,1541986775
Charagua,BO,2018-11-12,79.71,68,18.92,20,-19.79,-63.2,1541986775
San Joaquin,PH,2018-11-12,84.16,75,12.66,64,10.59,122.14,1541986776
Bella Union,CO,2018-11-12,66.52,96,0.36,24,8.5,-73.35,1541986776
Castro,CL,2018-11-12,46.41,92,2.26,0,-42.48,-73.76,1541986348
Salisbury,GB,2018-11-12,50.0,87,8.05,92,51.07,-1.8,1541984160
Morant Bay,JM,2018-11-12,82.4,69,2.24,20,17.88,-76.41,1541984400
Naze,NG,2018-11-12,73.9,96,5.01,20,5.43,7.07,1541986777
Butaritari,KI,2018-11-12,85.2,100,10.27,80,3.07,172.79,1541986329
Kodiak,US,2018-11-12,39.92,69,12.75,90,39.95,-94.76,1541983980
Jalu,LY,2018-11-12,65.53,45,14.18,88,29.03,21.55,1541986777
Kununurra,AU,2018-11-12,93.2,56,5.82,0,-15.77,128.74,1541984400
Hilo,US,2018-11-12,78.08,64,11.41,75,19.71,-155.08,1541984160
Kangar,MY,2018-11-12,84.2,83,3.36,75,6.44,100.19,1541984400
Sibolga,ID,2018-11-12,76.56,93,2.33,88,1.74,98.78,1541986375
Auki,NG,2018-11-12,61.53,33,7.58,0,12.18,6.51,1541986778
Lokosovo,RU,2018-11-12,20.17,79,17.2,80,61.13,74.84,1541986779
Mahebourg,MU,2018-11-12,75.2,83,9.17,40,-20.41,57.7,1541984400
Trelew,AR,2018-11-12,55.68,78,9.08,88,-43.25,-65.31,1541986779
Sun Valley,US,2018-11-12,28.4,68,2.82,5,43.7,-114.35,1541983980
Payo,ID,2018-11-12,81.46,100,2.55,36,-3.75,103.64,1541986411
Pucallpa,PE,2018-11-12,80.6,83,5.82,75,-8.38,-74.54,1541984400
Phan Thiet,VN,2018-11-12,84.16,87,2.33,8,10.93,108.1,1541986780
Ponta Delgada,PT,2018-11-12,59.0,77,8.05,75,37.73,-25.67,1541984400
Omsukchan,RU,2018-11-12,-16.01,66,2.55,0,62.53,155.8,1541986781
Hervey Bay,AU,2018-11-12,76.83,81,16.13,0,-25.3,152.85,1541986781
Albany,US,2018-11-12,30.92,66,3.36,40,42.65,-73.75,1541984040
Broken Hill,AU,2018-11-12,89.43,29,12.28,8,-31.97,141.45,1541986781
Kamenka,RU,2018-11-12,11.8,70,7.4,0,53.19,44.05,1541986782
Tripoli,GR,2018-11-12,51.8,81,4.7,8,37.51,22.37,1541983800
Carnarvon,ZA,2018-11-12,52.57,50,2.89,0,-30.97,22.13,1541986369
Ketchikan,US,2018-11-12,44.96,82,9.17,1,55.34,-131.65,1541984160
Avarua,CK,2018-11-12,80.6,69,10.29,75,-21.21,-159.78,1541984400
Cherskiy,RU,2018-11-12,-4.58,68,6.02,0,68.75,161.3,1541986372
Busselton,AU,2018-11-12,65.26,95,11.54,64,-33.64,115.35,1541986300
Krasnozerskoye,RU,2018-11-12,-5.12,70,11.61,12,53.98,79.24,1541986784
San Pedro de Macoris,DO,2018-11-12,78.8,88,4.7,20,18.46,-69.3,1541984400
Tual,ID,2018-11-12,81.33,100,7.02,64,-5.67,132.75,1541986432
Meulaboh,ID,2018-11-12,82.09,100,4.9,24,4.14,96.13,1541986784
Fairbanks,US,2018-11-12,26.6,79,4.7,90,64.84,-147.72,1541984280
Coquimbo,CL,2018-11-12,60.8,82,5.82,75,-29.95,-71.34,1541984400
Goya,AR,2018-11-12,87.18,54,18.37,68,-29.14,-59.27,1541986785
Kenora,CA,2018-11-12,19.4,92,9.17,90,49.76,-94.48,1541985300
Palmer,AU,2018-11-12,89.6,6,19.46,0,-34.85,139.16,1541984400
Oga,NG,2018-11-12,69.58,88,7.74,0,8.18,5.65,1541986785
Bredasdorp,ZA,2018-11-12,66.2,88,10.29,64,-34.53,20.04,1541984400
Rawson,AR,2018-11-12,55.68,78,9.08,88,-43.3,-65.11,1541986786
Nizhniy Kuranakh,RU,2018-11-12,14.28,80,4.27,0,58.84,125.49,1541986786
Luganville,VU,2018-11-12,76.6,100,12.84,92,-15.51,167.18,1541986786
Hambantota,LK,2018-11-12,79.57,100,6.91,8,6.12,81.12,1541986378
Santa Maria,BR,2018-11-12,77.0,73,4.7,0,-29.69,-53.81,1541980800
Letlhakane,BW,2018-11-12,64.72,52,15.19,0,-21.42,25.59,1541986787
Ancud,CL,2018-11-12,49.2,85,3.22,8,-41.87,-73.83,1541986327
Lebu,ET,2018-11-12,57.2,82,4.7,90,8.96,38.73,1541980800
Sisimiut,GL,2018-11-12,-9.08,100,1.48,8,66.94,-53.67,1541986372
Alofi,NU,2018-11-12,80.6,83,2.24,88,-19.06,-169.92,1541984400
Marystown,CA,2018-11-12,39.75,93,37.45,80,47.17,-55.16,1541986788
Bubaque,GW,2018-11-12,85.06,99,11.32,0,11.28,-15.83,1541986788
Norman Wells,CA,2018-11-12,14.0,92,3.36,75,65.28,-126.83,1541980800
Olenegorsk,RU,2018-11-12,35.29,83,8.63,92,68.14,33.28,1541986788
Husavik,CA,2018-11-12,17.7,82,13.67,12,50.56,-96.99,1541986788
Mackay,CA,2018-11-12,26.6,79,2.24,90,53.65,-115.58,1541984400
Hagenow,DE,2018-11-12,52.98,92,12.1,68,53.43,11.19,1541986789
Ariquemes,BR,2018-11-12,74.71,95,0.81,0,-9.91,-63.03,1541986789
Ballina,IE,2018-11-12,48.25,100,17.09,92,54.11,-9.15,1541986789
Narsaq,GL,2018-11-12,28.4,58,5.82,92,60.91,-46.05,1541983800
Ankang,CN,2018-11-12,47.98,81,2.48,64,32.73,108.99,1541986374
Barrow,AR,2018-11-12,58.96,98,19.44,92,-38.31,-60.23,1541986306
Horqueta,PY,2018-11-12,82.99,71,4.83,68,-23.34,-57.05,1541986790
Mount Gambier,AU,2018-11-12,77.68,52,7.74,64,-37.83,140.78,1541986790
Coolum Beach,AU,2018-11-12,76.78,63,10.38,0,-26.53,153.09,1541986340
Richards Bay,ZA,2018-11-12,66.66,81,12.17,0,-28.77,32.06,1541986790
Kandiari,PK,2018-11-12,67.15,72,3.22,0,26.92,68.52,1541986791
Rocha,UY,2018-11-12,68.01,93,10.83,92,-34.48,-54.34,1541986791
Marsciano,IT,2018-11-12,44.6,100,2.24,0,42.91,12.34,1541983800
Bluff,AU,2018-11-12,88.39,31,11.77,0,-23.58,149.07,1541986313
Bayji,IQ,2018-11-12,45.33,85,2.82,0,34.93,43.49,1541986792
Vila,IT,2018-11-12,53.6,100,1.32,90,45.18,8.4,1541984100
Sioux Lookout,CA,2018-11-12,19.4,85,6.93,90,50.1,-91.92,1541983680
Aklavik,CA,2018-11-12,10.4,78,9.17,90,68.22,-135.01,1541980800
Matay,EG,2018-11-12,48.61,84,3.38,0,28.42,30.79,1541986793
Sao Filipe,CV,2018-11-12,76.78,97,19.1,24,14.9,-24.5,1541986392
Longyearbyen,NO,2018-11-12,21.2,67,16.11,20,78.22,15.63,1541983800
Iqaluit,CA,2018-11-12,3.2,71,13.87,20,63.75,-68.52,1541980800
Madang,PG,2018-11-12,80.47,100,3.89,24,-5.21,145.81,1541986470
Ormara,PK,2018-11-12,74.76,100,6.06,8,25.21,64.64,1541986322
Koulikoro,ML,2018-11-12,68.0,64,3.36,0,12.86,-7.56,1541984400
Saint-Pierre,FR,2018-11-12,51.8,93,9.17,75,48.95,4.24,1541984400
Hithadhoo,MV,2018-11-12,83.53,98,15.9,8,-0.6,73.08,1541986393
Moose Factory,CA,2018-11-12,10.4,85,6.93,75,51.26,-80.61,1541984400
Arman,RU,2018-11-12,23.0,41,4.47,32,59.7,150.17,1541984400
Adrar,DZ,2018-11-12,59.0,33,13.87,0,27.87,-0.29,1541984400
Dikson,RU,2018-11-12,2.76,100,7.4,24,73.51,80.55,1541986368
Pokhara,NP,2018-11-12,55.99,83,2.21,0,28.21,83.99,1541986795
Edson,CA,2018-11-12,24.8,85,3.36,1,53.59,-116.44,1541984400
Celestun,MX,2018-11-12,82.05,96,15.57,8,20.87,-90.4,1541986389
Wattegama,LK,2018-11-12,74.08,87,1.77,0,7.35,80.68,1541986796
Belyy Yar,RU,2018-11-12,1.4,77,6.71,40,53.6,91.39,1541982600
Saskylakh,RU,2018-11-12,-11.15,74,15.97,12,71.97,114.09,1541986314
Nanortalik,GL,2018-11-12,35.61,88,34.65,64,60.14,-45.24,1541986329
Kjollefjord,NO,2018-11-12,39.21,85,15.64,76,70.95,27.35,1541986796
Chapais,CA,2018-11-12,10.4,85,11.41,90,49.78,-74.86,1541984400
Omachi,JP,2018-11-12,64.4,81,3.36,40,36.5,137.85,1541984400
Yumen,CN,2018-11-12,39.34,55,3.83,88,40.29,97.04,1541986300
San Jose,PH,2018-11-12,83.8,69,1.77,0,15.79,120.99,1541986798
Flinders,AU,2018-11-12,71.6,56,8.05,20,-34.58,150.85,1541980800
Nawa,IN,2018-11-12,67.33,50,6.02,0,27.02,75.0,1541986798
Clyde River,CA,2018-11-12,-11.21,83,5.82,1,70.47,-68.59,1541980800
Port Lincoln,AU,2018-11-12,75.75,59,6.51,68,-34.72,135.86,1541986409
Ahar,IR,2018-11-12,35.65,99,2.55,92,38.48,47.07,1541986799
Honiara,SB,2018-11-12,84.2,83,4.7,90,-9.43,159.96,1541984400
Agropoli,IT,2018-11-12,59.28,100,6.8,0,40.35,15.0,1541986799
Peniche,PT,2018-11-12,51.8,100,4.7,20,39.36,-9.38,1541984400
Dingle,PH,2018-11-12,84.16,75,12.66,64,11.0,122.67,1541986308
Pisco,PE,2018-11-12,64.4,88,17.22,0,-13.71,-76.2,1541984400
Podgorica,ME,2018-11-12,48.2,87,1.12,0,42.44,19.26,1541984400
Gornopravdinsk,RU,2018-11-12,14.41,79,10.16,48,60.06,69.92,1541986800
Torbay,CA,2018-11-12,37.4,64,28.86,75,47.66,-52.73,1541980800
Muros,ES,2018-11-12,44.6,100,4.7,40,42.77,-9.06,1541985360
Jelgava,LV,2018-11-12,39.2,100,14.99,90,56.65,23.73,1541985600
Klaksvik,FO,2018-11-12,42.8,93,5.82,44,62.23,-6.59,1541983800
Saint-Esteve,FR,2018-11-12,64.4,68,19.46,0,42.71,2.84,1541984400
Lorengau,PG,2018-11-12,81.73,100,3.38,24,-2.02,147.27,1541986318
Bosaso,SO,2018-11-12,77.1,100,6.13,24,11.28,49.18,1541986802
Wanxian,CN,2018-11-12,53.16,99,1.77,76,30.8,108.39,1541986803
Kalmunai,LK,2018-11-12,78.94,90,7.4,8,7.42,81.82,1541986803
Robertsport,LR,2018-11-12,80.16,100,6.4,56,6.75,-11.37,1541986253
Dong Hoi,VN,2018-11-12,78.67,100,5.28,48,17.48,106.6,1541986803
Victoria,BN,2018-11-12,84.2,83,5.82,75,5.28,115.24,1541984400
Dolores,UY,2018-11-12,70.03,94,2.33,100,-33.53,-58.22,1541986804
Bud,NO,2018-11-12,50.0,66,8.05,36,62.91,6.91,1541983800
Barra dos Coqueiros,BR,2018-11-12,80.6,74,14.99,20,-10.91,-37.04,1541984400
General Pico,AR,2018-11-12,64.18,97,15.08,68,-35.66,-63.75,1541986805
Le Vauclin,MQ,2018-11-12,77.0,83,4.7,0,14.55,-60.84,1541986200
Asha,RU,2018-11-12,6.0,91,3.22,44,54.99,57.29,1541986805
Solnechnyy,RU,2018-11-12,33.76,91,8.37,92,50.72,136.64,1541986306
Hami,CN,2018-11-12,38.31,64,5.79,0,42.84,93.51,1541986806
Villarrobledo,ES,2018-11-12,41.77,80,4.23,0,39.27,-2.6,1541986806
San Isidro,PH,2018-11-12,75.52,94,3.83,24,16.74,121.63,1541986808
Irituia,BR,2018-11-12,76.24,91,8.14,12,-1.77,-47.44,1541986808
Thinadhoo,MV,2018-11-12,82.9,100,15.68,68,0.53,72.93,1541986809
Batagay-Alyta,RU,2018-11-12,-17.72,24,2.77,0,67.8,130.41,1541986809
Maldonado,UY,2018-11-12,69.8,94,11.41,90,-34.91,-54.96,1541984400
Fengxian,CN,2018-11-12,47.17,62,2.71,0,33.91,106.52,1541986459
Palermo,CO,2018-11-12,84.2,62,4.7,40,2.89,-75.43,1541984400
Namibe,AO,2018-11-12,74.71,100,4.72,56,-15.19,12.15,1541986406
Luderitz,NA,2018-11-12,57.2,93,6.93,36,-26.65,15.16,1541984400
Berberati,CF,2018-11-12,68.5,88,2.71,8,4.26,15.79,1541986811
Santa Maria del Oro,MX,2018-11-12,55.99,43,4.9,76,25.95,-105.37,1541986811
Bucerias,MX,2018-11-12,82.4,83,8.05,90,20.76,-105.33,1541983500
Ruzhyn,UA,2018-11-12,33.85,94,11.88,88,49.72,29.2,1541986811
Harboore,DK,2018-11-12,48.2,100,9.17,92,56.62,8.18,1541983800
Lompoc,US,2018-11-12,68.0,67,8.05,1,34.64,-120.46,1541984280
Lichinga,MZ,2018-11-12,60.8,67,12.75,0,-13.3,35.25,1541984400
Emborion,GR,2018-11-12,25.26,85,2.21,0,40.48,21.55,1541986812
Inuvik,CA,2018-11-12,10.4,78,10.29,90,68.36,-133.71,1541984400
Odzak,BA,2018-11-12,44.6,93,1.12,75,43.17,17.88,1541984400
Paamiut,GL,2018-11-12,33.67,99,14.07,8,61.99,-49.67,1541986813
Talcahuano,CL,2018-11-12,57.2,93,2.24,20,-36.72,-73.12,1541984400
Haimen,CN,2018-11-12,63.6,80,13.78,32,31.87,121.18,1541986814
