City,Country,Date (YYYY-MM-DD),Max Temperature,Humidity,Wind Speed,Cloudiness,Latitude,Longitude,UNIX Timestamp
Vysha,RU,2018-11-12,11.58,72,6.24,0,53.85,42.38,1541986814
Ambikapur,IN,2018-11-12,64.18,81,3.78,0,23.12,83.2,1541986814
Chone,EC,2018-11-12,77.0,83,5.82,75,-0.7,-80.09,1541984400
Haines Junction,CA,2018-11-12,31.87,93,3.78,100,60.75,-137.51,1541986815
Galesburg,US,2018-11-12,35.96,86,3.11,1,40.95,-90.37,1541984100
Saint George,GR,2018-11-12,50.0,87,4.7,20,39.45,22.34,1541983800
Faanui,PF,2018-11-12,81.33,100,15.41,0,-16.48,-151.75,1541986299
Pimentel,BR,2018-11-12,77.01,89,4.27,56,-3.7,-45.5,1541986816
Fortuna,ES,2018-11-12,59.0,87,2.24,0,38.18,-1.13,1541984400
Mount Isa,AU,2018-11-12,93.2,36,17.22,75,-20.73,139.49,1541984400
Sur,OM,2018-11-12,79.53,97,5.91,0,22.57,59.53,1541986397
Kavieng,PG,2018-11-12,83.85,100,6.13,44,-2.57,150.8,1541986378
Mecca,SA,2018-11-12,62.61,61,4.0,0,21.43,39.83,1541986681
Rantauprapat,ID,2018-11-12,76.6,93,2.1,88,2.1,99.83,1541986817
Benjamin Aceval,PY,2018-11-12,86.0,70,3.36,0,-24.97,-57.57,1541984400
Manono,CD,2018-11-12,68.5,93,2.04,44,-7.3,27.4,1541986817
Neryungri,RU,2018-11-12,20.44,82,8.41,56,56.66,124.71,1541986784
Sambava,MG,2018-11-12,76.38,100,14.18,92,-14.27,50.17,1541986818
Bilma,NE,2018-11-12,52.35,43,2.82,0,18.69,12.92,1541986369
Biltine,TD,2018-11-12,58.11,60,2.82,0,14.53,20.93,1541986818
Zhezkazgan,KZ,2018-11-12,-0.41,84,8.95,0,47.8,67.71,1541982600
Praia da Vitoria,PT,2018-11-12,60.8,67,19.82,20,38.73,-27.07,1541984400
Lakes Entrance,AU,2018-11-12,74.26,58,4.56,20,-37.88,147.99,1541986818
Elko,US,2018-11-12,35.06,34,11.41,1,40.83,-115.76,1541984160
Grindavik,IS,2018-11-12,41.0,93,9.17,90,63.84,-22.43,1541984400
Scarborough,GB,2018-11-12,44.6,93,6.93,0,54.28,-0.41,1541983800
Whitehorse,CA,2018-11-12,39.2,69,11.41,75,60.72,-135.06,1541984400
Ravar,IR,2018-11-12,47.58,100,1.77,32,31.27,56.81,1541986819
Semporna,MY,2018-11-12,86.0,74,3.36,75,4.48,118.61,1541984400
Monroe,US,2018-11-12,37.04,72,7.74,1,41.91,-83.4,1541985300
Abu Kamal,SY,2018-11-12,45.51,84,2.89,8,34.45,40.92,1541986820
Yar-Sale,RU,2018-11-12,34.26,92,19.22,92,66.83,70.83,1541986323
Pacific Grove,US,2018-11-12,64.4,53,9.17,1,36.62,-121.92,1541985060
Coahuayana,MX,2018-11-12,61.3,86,2.1,0,18.62,-100.35,1541986820
Lianzhou,CN,2018-11-12,56.89,98,2.77,92,24.79,112.38,1541986438
Lulea,SE,2018-11-12,41.0,93,9.17,88,65.58,22.15,1541983800
Port Moresby,PG,2018-11-12,81.78,91,19.22,0,-9.47,147.16,1541986821
Fare,PF,2018-11-12,80.83,98,13.56,0,-16.7,-151.02,1541986468
Bathsheba,BB,2018-11-12,80.6,83,9.17,40,13.22,-59.52,1541984400
Ornskoldsvik,SE,2018-11-12,42.8,93,13.87,92,63.29,18.72,1541983800
Wexford,US,2018-11-12,32.0,74,2.33,1,40.63,-80.06,1541984160
Port Macquarie,AU,2018-11-12,73.4,46,6.93,0,-31.43,152.91,1541984400
Isangel,VU,2018-11-12,76.6,100,20.11,68,-19.55,169.27,1541986409
Tokur,RU,2018-11-12,30.43,61,3.11,64,53.13,132.9,1541986822
Gbadolite,CD,2018-11-12,70.98,88,2.77,0,4.28,21.0,1541986823
Williams Lake,CA,2018-11-12,30.2,86,4.7,75,52.13,-122.14,1541984400
Faya,SA,2018-11-12,59.0,87,2.26,20,18.39,42.45,1541984400
Broceni,LV,2018-11-12,41.14,88,15.64,92,56.7,22.53,1541986824
Lucapa,AO,2018-11-12,65.8,91,1.88,36,-8.42,20.74,1541986824
Tazovskiy,RU,2018-11-12,-1.66,58,4.56,48,67.47,78.7,1541986307
Sao Jose da Coroa Grande,BR,2018-11-12,76.24,91,5.23,92,-8.9,-35.15,1541986825
Oistins,BB,2018-11-12,80.6,83,9.17,40,13.07,-59.53,1541984400
Oran,DZ,2018-11-12,59.0,93,2.24,40,35.7,-0.65,1541984400
The Pas,CA,2018-11-12,12.2,66,17.22,90,53.82,-101.24,1541986260
Tyulyachi,RU,2018-11-12,8.6,92,2.24,0,55.89,50.23,1541984400
Bara,NG,2018-11-12,64.72,51,3.56,0,10.41,10.6,1541986826
Blatna,BA,2018-11-12,40.06,89,2.21,0,44.98,16.25,1541986826
Clarence Town,AU,2018-11-12,73.4,53,13.87,20,-32.59,151.78,1541984400
Osa,RU,2018-11-12,10.72,81,7.4,0,57.28,55.46,1541986827
Greensburg,US,2018-11-12,57.02,71,4.7,1,30.83,-90.67,1541984100
Kultayevo,RU,2018-11-12,14.0,66,11.18,0,57.89,55.94,1541984400
Kyaikkami,MM,2018-11-12,84.61,81,3.56,0,16.08,97.57,1541986827
Alice Springs,AU,2018-11-12,89.6,19,8.05,0,-23.7,133.88,1541984400
Lazaro Cardenas,MX,2018-11-12,68.0,28,11.41,40,28.39,-105.62,1541983320
Te Anau,NZ,2018-11-12,55.54,72,6.8,64,-45.41,167.72,1541986464
Ampanihy,MG,2018-11-12,67.2,90,15.12,92,-24.69,44.75,1541986828
Gijon,ES,2018-11-12,51.8,87,5.82,0,43.54,-5.66,1541984400
Angoche,MZ,2018-11-12,75.48,100,14.45,64,-16.23,39.91,1541986829
Codrington,AU,2018-11-12,74.31,62,7.92,20,-28.95,153.24,1541986356
Lyubech,UA,2018-11-12,33.22,82,15.97,88,51.7,30.66,1541986829
Yonago,JP,2018-11-12,59.0,77,6.93,75,35.42,133.37,1541984400
Kaeo,NZ,2018-11-12,66.97,60,3.11,100,-35.1,173.78,1541986830
Hammerfest,NO,2018-11-12,40.33,100,8.08,88,70.66,23.68,1541986830
Geraldton,CA,2018-11-12,17.6,78,5.82,75,49.72,-86.95,1541980800
Saint Anthony,US,2018-11-12,30.92,68,4.7,90,43.97,-111.68,1541984160
Panguna,PG,2018-11-12,81.91,84,5.39,100,-6.32,155.48,1541986830
Maroantsetra,MG,2018-11-12,71.25,100,3.49,100,-15.43,49.74,1541986830
Kyabe,TD,2018-11-12,62.25,73,2.82,0,9.45,18.94,1541986312
East London,ZA,2018-11-12,70.21,95,23.4,92,-33.02,27.91,1541986310
Jijiga,ET,2018-11-12,44.88,86,1.81,12,9.35,42.8,1541986831
Dondo,MZ,2018-11-12,72.78,78,6.4,24,-19.62,34.74,1541986832
Mishan,CN,2018-11-12,35.2,84,6.85,24,45.55,131.88,1541986832
Santa Elena,EC,2018-11-12,73.4,88,9.17,90,-2.23,-80.86,1541984400
Paramonga,PE,2018-11-12,63.6,98,13.4,44,-10.68,-77.82,1541986833
Kudahuvadhoo,MV,2018-11-12,82.23,100,13.06,64,2.67,72.89,1541986833
Calgary,CA,2018-11-12,23.0,100,9.17,1,51.05,-114.06,1541986020
Bambous Virieux,MU,2018-11-12,75.2,83,9.17,40,-20.34,57.76,1541984400
Sohag,EG,2018-11-12,49.56,85,2.59,0,26.55,31.7,1541986834
Swan Hill,AU,2018-11-12,82.9,35,10.04,76,-35.34,143.56,1541986834
Abonnema,NG,2018-11-12,71.47,95,2.77,20,4.71,6.79,1541986441
Nantucket,US,2018-11-12,39.92,49,9.17,1,41.28,-70.1,1541985300
Port Elizabeth,US,2018-11-12,41.0,88,3.71,1,39.31,-74.98,1541984160
Cangucu,BR,2018-11-12,76.42,57,13.4,0,-31.39,-52.68,1541986835
Rovaniemi,FI,2018-11-12,35.6,100,11.41,90,66.5,25.72,1541983800
Hualmay,PE,2018-11-12,60.36,95,5.84,48,-11.1,-77.61,1541986351
Sistranda,NO,2018-11-12,51.8,66,21.92,0,63.73,8.83,1541983800
Sungaipenuh,ID,2018-11-12,77.32,76,1.25,32,-2.08,101.38,1541986835
San Pedro,AR,2018-11-12,69.18,99,3.83,92,-33.68,-59.66,1541986836
Cardston,CA,2018-11-12,21.2,92,2.24,1,49.2,-113.32,1541985720
Doha,QA,2018-11-12,77.0,83,5.82,20,25.29,51.53,1541986200
Kruisfontein,ZA,2018-11-12,64.09,83,12.62,88,-34.0,24.73,1541986374
Mayo,CA,2018-11-12,19.4,85,6.93,90,63.59,-135.9,1541984400
Junction City,US,2018-11-12,37.94,78,5.82,90,39.03,-96.83,1541984160
Souillac,FR,2018-11-12,53.6,93,3.36,90,45.6,-0.6,1541984400
Tabou,CI,2018-11-12,82.18,100,3.33,48,4.42,-7.36,1541986838
Teahupoo,PF,2018-11-12,84.2,51,14.99,20,-17.83,-149.27,1541984400
Salto,UY,2018-11-12,79.66,54,12.77,68,-31.39,-57.96,1541986839
Talnakh,RU,2018-11-12,-7.06,59,15.86,56,69.49,88.39,1541986308
Virginia Beach,US,2018-11-12,41.0,81,6.4,1,36.85,-75.98,1541985300
San Patricio,PY,2018-11-12,76.96,72,4.23,0,-26.98,-56.83,1541986353
Monte Alegre,BR,2018-11-12,82.54,63,3.56,8,-2.0,-54.07,1541986840
Vrangel,RU,2018-11-12,44.56,100,13.33,0,42.73,133.08,1541986840
Sitka,US,2018-11-12,32.59,93,14.67,92,37.17,-99.65,1541986419
Ntchisi,MW,2018-11-12,60.8,48,9.17,0,-13.36,33.92,1541984400
Shouguang,CN,2018-11-12,54.82,67,4.5,0,36.88,118.73,1541986840
Gravdal,NO,2018-11-12,48.2,93,18.34,92,59.79,5.78,1541983800
Patacamaya,BO,2018-11-12,45.96,86,1.48,48,-17.23,-67.92,1541986841
Fort Nelson,CA,2018-11-12,21.2,85,4.7,75,58.81,-122.69,1541984400
Tommot,RU,2018-11-12,13.69,76,4.38,0,58.97,126.27,1541986841
Roseti,RO,2018-11-12,42.36,85,2.89,56,44.22,27.43,1541986842
Saveh,IR,2018-11-12,44.2,95,2.59,56,35.02,50.36,1541986842
Alyangula,AU,2018-11-12,88.03,93,11.05,0,-13.85,136.42,1541986842
Parabel,RU,2018-11-12,11.17,78,12.62,80,58.71,81.5,1541986843
Kabare,RW,2018-11-12,59.86,100,1.59,64,-1.65,29.38,1541986843
Sparta,GR,2018-11-12,51.8,81,4.7,0,37.08,22.43,1541983800
Zabol,IR,2018-11-12,59.14,99,15.9,64,31.03,61.49,1541986844
Skibbereen,IE,2018-11-12,46.4,93,11.41,40,51.55,-9.27,1541984400
Hovd,NO,2018-11-12,51.8,66,19.46,40,63.83,10.7,1541983800
College,US,2018-11-12,24.98,79,4.7,90,64.86,-147.8,1541985060
Dunedin,NZ,2018-11-12,56.35,88,3.71,92,-45.87,170.5,1541986338
Jvari,GE,2018-11-12,46.4,93,1.12,0,42.72,42.05,1541986200
Leningradskiy,RU,2018-11-12,4.87,100,5.57,0,69.38,178.42,1541986327
Veraval,FR,2018-11-12,51.8,100,6.93,92,49.65,0.71,1541984400
Ganzhou,CN,2018-11-12,60.85,100,3.89,92,25.86,114.93,1541986845
Progreso,UY,2018-11-12,68.0,94,8.05,90,-34.68,-56.22,1541984400
San-Pedro,CI,2018-11-12,78.18,95,3.83,20,4.75,-6.64,1541986845
Sivas,TR,2018-11-12,37.4,93,6.93,0,39.75,37.01,1541983800
Twin Falls,US,2018-11-12,33.98,55,10.29,1,42.57,-114.46,1541983980
Longonjo,AO,2018-11-12,58.56,85,2.33,32,-12.91,15.25,1541986846
Sroda Wielkopolska,PL,2018-11-12,41.0,100,4.7,0,52.23,17.28,1541984400
Santa Fe,AR,2018-11-12,71.6,88,19.46,90,-31.62,-60.7,1541983680
Pingliang,CN,2018-11-12,38.98,87,3.89,24,35.54,106.68,1541986847
Maceio,BR,2018-11-12,73.4,88,5.82,0,-9.67,-35.74,1541984400
Kaitangata,NZ,2018-11-12,55.45,96,3.27,88,-46.28,169.85,1541986425
Nsanje,MZ,2018-11-12,59.1,91,3.11,0,-16.92,35.26,1541986847
Jining,CN,2018-11-12,57.7,73,4.23,0,35.41,116.58,1541986470
Coihaique,CL,2018-11-12,57.2,62,4.7,0,-45.58,-72.07,1541984400
Nyurba,RU,2018-11-12,5.77,74,6.13,80,63.29,118.35,1541986848
Coffs Harbour,AU,2018-11-12,73.4,60,11.41,0,-30.3,153.13,1541984400
Pudozh,RU,2018-11-12,24.63,78,14.34,0,61.81,36.54,1541986848
Kirakira,SB,2018-11-12,81.64,100,15.57,92,-10.46,161.92,1541986849
Goias,BR,2018-11-12,68.59,97,2.89,48,-15.93,-50.14,1541986849
Shache,CN,2018-11-12,36.51,76,2.77,12,38.42,77.24,1541986401
Silchar,IN,2018-11-12,73.23,79,2.55,0,24.83,92.8,1541986849
Sayansk,RU,2018-11-12,5.41,72,5.61,64,54.11,102.18,1541986850
Mao,DO,2018-11-12,78.8,94,4.7,40,19.55,-71.08,1541984400
Dwarka,IN,2018-11-12,59.0,87,3.0,0,28.58,77.04,1541984400
Okhotsk,RU,2018-11-12,15.76,100,5.73,68,59.36,143.24,1541986851
Tongliao,CN,2018-11-12,38.58,57,4.61,8,43.61,122.27,1541986851
Am Timan,TD,2018-11-12,59.95,62,2.82,0,11.04,20.28,1541986851
Jinchang,CN,2018-11-12,34.98,64,3.11,20,38.52,102.19,1541986851
General Roca,AR,2018-11-12,60.8,77,2.24,0,-39.03,-67.58,1541984400
Voznesenye,RU,2018-11-12,26.02,100,16.35,0,61.02,35.48,1541986852
Rio Gallegos,AR,2018-11-12,55.4,54,6.93,0,-51.62,-69.22,1541984400
Nador,MA,2018-11-12,55.4,87,4.7,0,35.17,-2.93,1541984400
Taltal,CL,2018-11-12,51.36,100,1.54,12,-25.41,-70.49,1541986853
Pahasu,IN,2018-11-12,65.4,77,1.81,0,28.17,78.06,1541986853
Taft,PH,2018-11-12,82.09,93,14.56,92,11.9,125.42,1541986853
Kvarkeno,RU,2018-11-12,0.91,52,8.86,0,52.08,59.73,1541986854
Bin Qirdan,TN,2018-11-12,63.64,98,8.52,92,33.14,11.22,1541986854
Rundu,NA,2018-11-12,66.7,32,9.04,0,-17.91,19.77,1541986855
Aanekoski,FI,2018-11-12,39.2,93,13.87,90,62.6,25.73,1541983800
Buraydah,SA,2018-11-12,60.8,100,8.05,40,26.33,43.97,1541984400
Camacha,PT,2018-11-12,64.4,68,13.87,75,33.08,-16.33,1541984400
Kautokeino,NO,2018-11-12,34.98,95,9.64,92,69.01,23.04,1541986856
Iracoubo,GF,2018-11-12,76.83,97,3.83,92,5.48,-53.21,1541986856
Katherine,AU,2018-11-12,95.0,39,14.99,64,-14.47,132.26,1541984400
Mirabad,IR,2018-11-12,49.83,80,2.55,68,28.27,61.33,1541986856
Banjar,ID,2018-11-12,81.06,81,3.71,48,-7.37,108.54,1541986857
Cidreira,BR,2018-11-12,69.31,95,16.58,20,-30.17,-50.22,1541986385
Ternate,PH,2018-11-12,84.2,66,5.82,20,14.29,120.72,1541984400
San Andres,PH,2018-11-12,81.1,100,17.13,64,13.32,122.68,1541986432
Maniitsoq,GL,2018-11-12,14.68,100,8.08,0,65.42,-52.9,1541986333
Cartagena,ES,2018-11-12,51.8,100,3.56,24,37.63,-1.0,1541984400
North Platte,US,2018-11-12,30.02,55,5.82,1,41.12,-100.77,1541983980
Margate,AU,2018-11-12,69.8,32,5.82,0,-43.03,147.26,1541984400
Qaqortoq,GL,2018-11-12,28.4,58,5.82,80,60.72,-46.03,1541983800
Huangzhai,CN,2018-11-12,65.31,100,3.71,92,23.86,112.01,1541986858
Altay,CN,2018-11-12,13.56,75,3.56,76,47.83,88.13,1541986858
Kamiiso,JP,2018-11-12,53.6,54,12.75,40,41.82,140.65,1541984400
Tambacounda,SN,2018-11-12,69.45,51,4.34,0,13.77,-13.67,1541986859
Belle Fourche,US,2018-11-12,26.6,92,8.05,90,44.67,-103.85,1541985300
Atambua,ID,2018-11-12,88.8,77,3.33,0,-9.11,124.89,1541986860
Carutapera,BR,2018-11-12,80.38,83,10.42,12,-1.2,-46.02,1541986860
Marsala,IT,2018-11-12,59.0,87,2.24,0,37.8,12.44,1541983800
Mocuba,MZ,2018-11-12,58.42,84,4.0,32,-16.84,36.99,1541986860
Khalkhal,IR,2018-11-12,34.48,88,1.48,56,37.62,48.53,1541986860
Petatlan,MX,2018-11-12,84.2,74,3.36,40,17.52,-101.27,1541983320
Atar,MR,2018-11-12,54.91,67,2.71,0,20.52,-13.05,1541986861
Cockburn Town,TC,2018-11-12,81.28,100,17.43,88,21.46,-71.14,1541986734
Abdulino,RU,2018-11-12,-0.35,56,2.89,0,53.68,53.66,1541986861
Surab,PK,2018-11-12,47.4,81,2.59,0,28.49,66.26,1541986862
Bambanglipuro,ID,2018-11-12,81.06,94,4.23,44,-7.95,110.28,1541986862
Usinsk,RU,2018-11-12,24.81,91,17.13,92,66.0,57.56,1541986862
Sangin,AF,2018-11-12,50.46,90,3.89,32,32.07,64.85,1541986863
Fairview,US,2018-11-12,44.96,57,3.83,1,40.81,-74.0,1541985300
Canguaretama,BR,2018-11-12,80.6,69,11.41,20,-6.38,-35.14,1541984400
Port Hedland,AU,2018-11-12,89.6,38,11.41,0,-20.31,118.58,1541984400
Corinto,BR,2018-11-12,67.69,92,3.83,48,-18.36,-44.46,1541986864
San Javier,ES,2018-11-12,59.0,100,10.04,0,37.81,-0.83,1541984400
Mehamn,NO,2018-11-12,39.21,85,15.64,76,71.03,27.85,1541986433
Champua,IN,2018-11-12,73.54,67,4.56,0,22.04,85.66,1541986865
Victoria,BN,2018-11-12,84.2,83,5.82,75,5.28,115.24,1541984400
Isabela,PH,2018-11-12,84.43,75,3.6,48,10.2,122.99,1541986866
Sorland,NO,2018-11-12,49.56,95,18.43,92,67.67,12.69,1541986866
Hatta,IN,2018-11-12,68.05,48,4.23,0,24.13,79.6,1541986866
Verkhnevilyuysk,RU,2018-11-12,6.49,72,5.91,76,63.45,120.31,1541986867
Mogadishu,SO,2018-11-12,80.29,100,5.84,0,2.04,45.34,1541986232
Linjiang,CN,2018-11-12,37.86,63,3.6,0,41.81,126.91,1541986867
Tarakan,ID,2018-11-12,82.0,97,5.79,48,3.3,117.63,1541986867
Mont-Dore,NC,2018-11-12,84.2,54,8.05,20,-22.23,166.53,1541984400
Los Llanos de Aridane,ES,2018-11-12,66.2,68,5.82,80,28.66,-17.92,1541984400
Namatanai,PG,2018-11-12,86.23,95,9.31,8,-3.66,152.44,1541986337
West Melbourne,US,2018-11-12,78.98,69,11.41,90,28.07,-80.65,1541984400
Seymchan,RU,2018-11-12,-21.01,100,2.71,8,62.93,152.39,1541986868
Gobabis,NA,2018-11-12,77.0,13,6.93,0,-22.45,18.97,1541984400
Srednekolymsk,RU,2018-11-12,-21.1,31,2.37,8,67.46,153.71,1541986422
Reconquista,AR,2018-11-12,87.18,54,18.37,68,-29.14,-59.64,1541986869
Kibakwe,TZ,2018-11-12,60.18,88,2.59,80,-6.71,36.37,1541986869
Arlit,NE,2018-11-12,55.45,35,3.71,0,18.74,7.39,1541986772
Kurumkan,RU,2018-11-12,15.0,85,1.48,88,54.33,110.32,1541986870
Santa Isabel do Rio Negro,BR,2018-11-12,81.15,82,3.6,0,-0.41,-65.02,1541986341
Chumphon,TH,2018-11-12,77.0,100,4.79,24,10.5,99.18,1541984400
Kirensk,RU,2018-11-12,8.43,64,3.49,68,57.78,108.12,1541986870
Talara,PE,2018-11-12,68.77,86,8.63,20,-4.58,-81.27,1541986871
Bangui,CF,2018-11-12,77.0,94,2.89,0,4.39,18.55,1541984400
Pochutla,MX,2018-11-12,84.2,70,11.1,20,15.74,-96.47,1541983200
Tsuruga,JP,2018-11-12,62.7,75,3.11,36,35.64,136.07,1541986871
Jezerski,BA,2018-11-12,40.06,89,2.21,0,44.98,16.09,1541986871
Suntar,RU,2018-11-12,7.8,75,6.51,76,62.16,117.65,1541986319
Egvekinot,RU,2018-11-12,-7.15,74,2.33,12,66.32,-179.17,1541986872
Ca Mau,VN,2018-11-12,86.05,84,10.94,20,9.18,105.15,1541986835
Botwood,CA,2018-11-12,32.0,83,17.22,75,49.14,-55.34,1541984400
Changji,CN,2018-11-12,60.04,79,4.5,36,32.07,116.17,1541986873
Kilinochchi,LK,2018-11-12,83.26,92,13.44,44,9.4,80.4,1541986873
Sola,NO,2018-11-12,50.0,87,9.17,75,58.89,5.65,1541983800
Oruro,BO,2018-11-12,45.55,100,3.56,32,-17.97,-67.11,1541986873
Kenai,US,2018-11-12,35.06,100,20.8,90,60.55,-151.26,1541984160
Bertoua,CM,2018-11-12,66.3,82,3.49,20,4.58,13.68,1541986874
Kitami,JP,2018-11-12,48.2,70,3.36,75,43.8,143.9,1541984400
Aswan,EG,2018-11-12,64.4,42,5.82,0,24.09,32.9,1541984400
Roald,NO,2018-11-12,48.2,70,5.82,36,62.58,6.12,1541983800
Zavyalovo,RU,2018-11-12,-5.81,83,8.95,75,54.51,82.45,1541984400
Hamilton,BM,2018-11-12,73.4,78,11.41,75,32.3,-64.78,1541984100
Praia,BR,2018-11-12,68.0,82,11.41,40,-20.25,-43.81,1541980800
Chicama,PE,2018-11-12,66.2,88,8.05,75,-7.84,-79.15,1541984400
Chodavaram,IN,2018-11-12,75.79,71,3.6,0,17.44,81.78,1541986876
La Ronge,CA,2018-11-12,8.6,71,8.05,20,55.1,-105.3,1541980800
Oranjemund,ZA,2018-11-12,56.26,100,5.39,88,-28.55,16.43,1541986876
Lagoa,PT,2018-11-12,60.8,93,9.17,40,37.14,-8.45,1541984400
Saint-Denis,FR,2018-11-12,51.8,93,4.7,92,48.94,2.36,1541984400
Puerto Carreno,CO,2018-11-12,69.67,95,2.33,12,6.19,-67.49,1541986877
Ambo,ET,2018-11-12,43.66,92,2.55,20,8.98,37.86,1541986877
Raton,US,2018-11-12,24.98,92,6.93,90,36.9,-104.44,1541985000
Kizema,RU,2018-11-12,11.98,76,14.29,12,61.11,44.83,1541986877
Dolores Hidalgo,MX,2018-11-12,52.66,84,0.36,0,21.16,-100.93,1541986878
Neuquen,AR,2018-11-12,60.8,77,2.24,0,-38.95,-68.06,1541984400
New Braunfels,US,2018-11-12,51.8,96,6.93,90,29.7,-98.13,1541985900
Nadym,RU,2018-11-12,32.1,90,20.89,92,65.53,72.51,1541986879
Yenagoa,NG,2018-11-12,73.54,93,3.78,8,4.92,6.26,1541986879
Harlingen,US,2018-11-12,60.08,93,6.93,90,26.19,-97.7,1541985300
